"                               CPU-U-2        CPU-U-3        CPU-U-4        CPU-U-5        CPU-U-6
6.792430137        7.510079731        8.165865808        6.749510853        7.259970465
6.273934605        8.490538265        7.082810665        7.603029725        6.420711323
6.054297952        8.045365477        7.384763956        8.27976865        6.645015163
6.0200378        9.118289858        8.061443612        8.284577281        6.918357022
6.506340089        7.565277005        7.597564756        6.538037532        6.668931933
7.770818787        7.732413482        7.445999644        7.932774986        7.362245612
7.913741518        9.267347628        7.963721474        6.777905838        6.196911962
5.30832254        8.090908997        7.943549366        8.095359787        6.1519855
7.72804138        8.069217176        7.126705191        7.220221121        7.175278034
8.202470839        7.425352812        7.452140503        8.398828617        7.328044482
7.592740715        8.96422634        7.558609399        7.320293856        7.207754006
6.224912839        9.313842871        7.561008722        8.128534487        6.361710888
6.375544397        7.695755217        8.137192399        8.276236027        6.685865973
5.942173773        9.433047731        7.106400018        6.884950591        6.972319954
5.726901784        9.469692217        6.61138247        6.502490904        6.471127072
6.195510013        8.351285118        7.140530644        8.278724276        6.462879654
8.21364498        8.435999336        6.512651171        7.806562618        6.753783579
8.115129205        7.389042801        7.64831362        7.105836808        6.857870978
8.23366328        8.327381174        6.649268575        6.925854248        6.595246102
8.49749824        8.386032575        8.003229261        6.614498339        6.576951964
5.860828984        8.83540787        6.753388279        7.367384804        6.296451251
5.799475894        8.408337454        6.625363326        8.098572097        6.479224644
6.426917107        8.159432531        7.388833504        7.82518016        7.205795095
7.525088308        7.976559389        7.265497442        7.39425297        7.381710065
5.397181338        7.44612185        6.723584012        8.199702517        6.43238162
7.903043891        9.604696552        7.527593362        8.063033112        6.508252121
7.966666604        8.549734514        6.505090692        7.649376396        7.043509939
6.228682943        7.555872051        7.585502129        7.614958702        6.950199729
8.473396032        9.125272093        6.580010382        6.546845138        6.790890564
7.076098166        8.728587377        7.489760417        6.991803014        6.955297989
6.120382609        7.795640791        7.280674102        6.890001055        6.405279661
5.427780811        9.006983831        6.777472288        7.624715649        7.067097452
6.938769318        7.724840973        7.168044885        7.320210153        6.756997516
        8.471902767        7.837144616        7.019513823        
                7.33173157        7.484825738        
                        7.468842235        "
