"                               CPU-U-2        CPU-U-3        CPU-U-4        CPU-U-5        CPU-U-6
8.483839009        8.574333406        8.05780442        7.294788737        6.058500966
6.867313856        8.667587598        6.8076201        7.812834966        7.300706579
6.536294391        9.355631002        7.170042181        8.157859047        7.417313064
8.41531501        9.362394607        7.214357333        7.979654673        6.80153592
8.308599177        9.600186721        7.518603692        6.758755732        6.757668459
7.416687901        8.711831312        7.333693383        7.990411737        6.254298734
6.106027881        7.595016633        7.572723243        7.492796601        7.215677892
7.43918396        8.125603865        8.055303116        8.163856636        6.842922086
6.450825967        9.134875232        7.717337158        6.999464561        6.415346243
6.021322117        8.002322826        7.695287442        7.882701562        6.129368814
7.781106857        8.195074835        8.008811694        7.775329783        6.072727009
7.947068319        8.219184181        6.906007929        7.87638848        6.977995084
5.746789266        7.721164179        8.152867174        6.829070426        6.425900381
5.714452665        8.077397062        6.724723144        7.475636024        7.190023776
7.602043827        8.608018167        7.74928509        7.32984177        6.138422785
7.373425163        8.253203225        6.732756367        7.167358653        6.580626897
6.558974915        7.405084476        8.011989107        7.10223897        6.022113826
7.505219818        7.98061099        6.969977327        8.100542231        6.980460818
5.36255452        9.167230593        6.86029482        8.321943301        7.441714375
8.341635954        8.886362323        6.749002483        6.541398299        7.064569362
6.24345211        7.530436706        6.669656578        8.292686376        7.420846522
6.273534853        7.462502621        6.813244408        7.619434831        6.040985854
5.830216216        8.224570155        6.839291704        7.118957845        7.361045107
6.534874409        9.387079648        6.507867548        6.956982831        7.316682387
6.971030118        9.675258097        7.564889217        7.141146004        6.157067086
7.799887048        8.716299912        7.68449659        8.062404768        7.133230704
5.381093875        9.46453511        7.221525338        6.886462189        6.109303579
6.174669238        7.536762854        6.542396823        7.913071441        6.123086896
5.897713238        8.724077405        6.953294615        7.005654583        7.063454488
8.02862458        8.386519978        7.450587412        6.746800333        6.410161484
6.044525485        9.671539457        7.509460343        7.462468535        7.087634605
8.374006591        8.668509425        8.078309166        7.25056359        7.10659994
6.38208317        8.253373636        8.153638186        7.800031545        6.815171575
7.99137106        8.266743331        6.843353484        7.830847098        6.268717236
7.807383338        7.547635862        6.633217564        6.610502175        6.448365744
6.593193906        7.749314522        6.828446808        7.411209462        7.456990539
7.662986727        9.666249882        7.225525614        8.145780405        6.84368912
7.845361824        8.45519017        7.501205488        7.136676333        6.722038254
6.180251953        7.374119433        7.35884013        6.646872852        7.36501981
8.304833684        8.803712083        7.940730439        6.521121265        6.54565573
8.214033708        7.445926439        7.938014042        6.586371072        6.729691374
8.009610071        8.764071529        8.037858241        7.119431672        7.024240414
6.281090099        8.581538108        7.5230009        7.465853765        6.336973889
5.352379032        9.441617668        7.812146516        7.099920507        6.873248857
7.094532993        8.706251591        7.214850071        7.120968459        6.913121928
8.409939096        9.68102955        6.519136064        8.260197118        6.473562351
8.245067393        8.838730045        7.587708796        7.749277678        6.857790246
5.364869132        8.792984552        6.500142309        7.139817416        6.202600053
6.419621087        7.901022429        7.671033205        6.707152582        7.208330262
7.972039449        7.558327067        7.424198783        8.320939365        6.80945833
7.222392168        8.092601889        7.97663858        7.144225079        7.449583943
5.768567328        7.566730216        6.85977647        8.051555338        6.179954281
7.375462813        8.712500515        7.487535287        7.459030534        7.184057499
8.129836882        7.957788828        6.891069652        8.319481582        7.405831887
6.17907236        8.886455337        7.175899016        7.924024556        6.411007536
7.614349283        9.64123222        7.510070152        7.936164879        6.745108959
6.408525959        9.173102699        7.906258167        7.028371903        7.461651775
6.644581349        9.006840945        7.398006505        6.761724324        7.04609925
8.368675473        9.0557636        6.656371994        7.613701697        6.143522202
6.217813587        8.758537297        7.386227478        7.112859186        6.175467949
5.321061704        8.182840231        8.065692314        7.70200438        7.400430957
8.258191823        9.223339898        8.112041774        7.206904754        7.446145414
5.896278812        7.74639278        6.802195563        7.461307212        6.109590316
5.887213224        7.534271151        6.565740173        7.814163917        6.700337257
7.408042046        9.368672738        7.939241799        7.978686374        6.476512978
7.032516969        9.144223821        7.343928551        7.139632712        6.368478946
5.648927068        8.221356988        7.210530813        8.171221412        6.337263693
