5.562229227,7.5059437,6.734578141,8.226749215,6.551399053
8.248128491,9.419436511,6.84632475,6.864430403,7.114460969
8.061021099,8.445152657,7.879506503,7.084231908,6.792255316
6.499527433,8.569997215,7.905437557,6.913937473,7.374599464
6.968093687,7.659488189,7.060982052,7.423042809,6.4534999
6.324726741,8.371445566,7.115344548,7.815075019,6.184104831
8.311744424,7.355863423,8.036298211,7.241434413,6.531937666
5.533069803,9.09288676,6.891430255,6.906202956,7.157692562
7.697842225,7.454418263,6.771292185,8.154819409,7.47362547
8.165139812,9.156039371,6.637155756,7.026185056,6.830501134
7.372829135,9.578287385,6.702547157,8.112551074,7.239709161
6.143609809,7.493456099,8.034025424,6.754759563,7.34099034
8.269471625,9.301110674,7.093737101,7.538895171,6.122340324
5.509345916,9.615349087,7.505813521,8.301136881,6.967060901
5.577822852,8.050447943,8.152779698,7.501935336,6.910240337
7.842003199,7.486451541,7.170560891,7.764025435,7.113504323
5.90207588,7.782969194,7.466395232,7.792763159,6.616004109
7.692558645,9.40976668,7.264318623,6.777466828,6.725440253
5.330533966,9.439757068,7.199145831,7.388038779,6.974615917
7.773358056,8.33384021,6.638742411,8.168319836,6.123322582
5.977976469,9.115872341,6.914676366,7.911228501,6.68916652
6.581829381,8.296684563,6.711467778,8.065301357,7.019522082
7.751702866,8.633592339,8.01639134,6.99556994,6.093125104
7.025730033,7.482531922,6.946315605,7.840675979,6.79447616
5.503485954,8.727026759,6.895928879,7.308818106,7.324886834
7.598761832,9.424532552,7.398953966,6.675687946,6.877934902
7.21268844,8.998241793,7.182358273,6.754501409,6.099275147
8.303741501,7.902201023,7.923396492,7.753534763,7.154858234
8.304008736,7.400174223,8.128900431,7.224873794,6.440254728
8.464372917,7.559178068,8.062932902,7.9001653,6.38890469
6.189860097,8.185586482,6.672102508,6.709777953,6.310772852
8.284161648,7.744570529,7.664616843,8.256709482,7.133005143
8.445366758,9.317694,7.779783822,6.555718039,7.089292887
8.030260531,8.537099029,7.854683627,8.338357765,7.465981161
5.326512913,9.687984867,7.436783946,7.617744792,7.47155774
7.619170876,7.360364296,7.890213266,8.265648198,6.107232627
6.332226519,8.688736712,7.933708064,6.830136279,6.69219694
8.388363091,9.692081369,7.183524957,8.165206147,7.304801657
7.342246429,8.837916757,7.844676038,8.271859883,7.309184869
6.031155571,9.199977964,7.55528715,8.390032208,6.863178765
5.737634002,7.486119008,7.540789714,7.380651656,6.668523464
7.97972128,8.329538795,6.761810251,6.883643941,6.85955217
7.682873936,8.920037666,8.060958066,6.941169826,6.583947244
8.121007823,8.888760697,6.514684123,7.779135969,6.535238821
5.520783726,9.523302477,7.389236977,7.983671611,6.642461532
8.450776876,9.324894877,8.046607857,6.822103243,6.923154747
7.957053631,9.309389192,6.795394405,6.88032435,6.070089861
6.990026313,8.807646429,6.707290955,8.316134954,6.073686009
6.99327826,8.08637333,7.124504468,7.446568067,6.100727154
6.333869247,9.599811702,6.905585723,7.209184402,6.947458236
8.258957971,7.470604208,8.152572184,7.079570339,6.645309292
6.353641755,8.824715251,6.958018331,7.658685516,6.792455415
6.797255447,9.594533986,7.003124191,6.809107127,7.017897159
7.456713885,8.182392904,8.195651684,8.19014583,6.588829494
5.829422526,7.849039241,7.77805951,7.667210555,6.57244693
6.703314215,8.813109103,6.808338244,7.497611894,6.112627013
5.361888111,8.6962111,7.242593339,7.600375364,6.020150599
5.713774379,7.384832717,7.132063842,6.641571946,6.110538396
6.96114106,8.355860453,6.505663332,7.455429607,6.136873564
6.851075154,8.655571361,6.976964493,6.689422196,6.223577644
5.30788457,9.216478052,7.80457695,7.350454812,6.636414011
8.460561525,9.33432694,6.843008303,7.991649564,6.21620125
7.406597529,8.895203951,7.075906856,7.133182966,6.554528094
7.669311771,7.975721691,7.521115209,7.211637568,6.037579955
7.372744443,8.055083904,7.027689202,7.79857962,6.085808915
8.320020816,9.470404402,7.950052735,6.663933121,7.128293392
5.800552914,9.002623007,6.513913406,7.357012521,6.988913125
6.01651638,8.251023022,6.815766844,8.092554581,7.014310194
5.532648152,9.492974758,7.608244419,7.066362643,6.372076835
6.018293069,9.474181897,6.688419731,8.132303539,6.762362208
7.16202608,9.160131281,7.92607474,7.172195267,6.610564967
8.117848065,9.052239938,6.993407796,7.579073254,6.679285091
8.399984313,8.198786751,6.912623695,6.97591062,6.199310193
6.59525838,8.42239,7.482682809,6.704023767,6.181069096
7.793837247,8.324242399,6.7991982,7.812550187,6.399604867
6.6474803,8.719031794,7.29002243,7.727609918,6.454682102
7.478644161,8.135384168,8.093281446,8.388251891,6.888844399
7.563398434,8.36135929,7.923274571,6.836369595,6.642558541
7.250903982,9.049501305,6.563268702,8.077519985,6.330944272
